name,synonyms,category,kcal,fat,protein
Getreideflocken (Durchschnitt),,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime",344,3.3,10.2
Gipfeli (Durchschnitt),,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",406,23,8
Glarner Schabziger,Glarner Kräuterkäse,Milch und Milchprodukte/Frischkäse und Quark,134,0.5,32.3
Gorgonzola,,Milch und Milchprodukte/Hartkäse,359,31.2,19.4
"Grapefruit, roh",Pampelmuse,Früchte/Früchte frisch,30,0.1,0.7
"Greyerzer, vollfett",Gruyère,Milch und Milchprodukte/Hartkäse,399,32,27
"Griessbrei, zubereitet (mit teilentrahmter Milch)",,Süssigkeiten/Cremen und Pudding,95,3,4.8
"Griessbrei, zubereitet (mit Vollmilch)",,Süssigkeiten/Cremen und Pudding,95,3,4.8
"Griessschnitte, zubereitet (mit teilentrahmter Milch)",,Gerichte/Sonstige salzige/rezente Gerichte,146,6.4,6.3
"Griessschnitte, zubereitet (mit Vollmilch)",,Gerichte/Sonstige salzige/rezente Gerichte,156,7.5,6.3
Grittibänz,,Süssigkeiten/Sonstige süsse Backwaren,330,11.2,9.2
Gugelhopf Grossmutter Art,,"Süssigkeiten/Kuchen, Torten und Cake",459,32.1,8.3
Gulaschsuppe,,Gerichte/Eintöpfe und Suppen,67,2.4,4.8
Gummibonbon mit Fruchtessenz,,"Süssigkeiten/Bonbons, Frucht- und Kaugummi",341,0,6.6
"Gurke, in Essig eingelegt",Essiggurke;Cornichon,Gemüse/Gemüse gekocht (inkl. Konserven),14,0.1,0.7
"Gurke, roh",Salatgurke,Gemüse/Gemüse frisch,13,0.1,0.7
"Hackbraten, im Ofen gebacken",,Gerichte/Sonstige salzige/rezente Gerichte,197,10.5,17.1
"Hackplätzli (Rind), gebraten in Rapsöl HOLL",,Fleisch und Innereien/Rind,204,10.6,20.4
"Haferbrei, zubereitet (mit teilentrahmter Milch)",,Süssigkeiten/Cremen und Pudding,133,3.6,6.4
"Haferbrei, zubereitet (mit Vollmilch)",,Süssigkeiten/Cremen und Pudding,150,6.3,6.4
Haferflocken,,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime",372,7.5,13.5
Haferkleie,,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime",366,7,17.3
Halbfettbutter,,Fette und Öle/Fette;Milch und Milchprodukte/Rahm und Butter,388,39.8,4
"Halbrahm, pasteurisiert",,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,274,27.9,2.3
"Halbrahm, UHT",,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,251,25.1,2.6
Halbweissbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",240,1.1,9.4
"Hart- und Halbhartkäse, vollfett (Durchschnitt)",,Milch und Milchprodukte/Hartkäse,400,32.1,27.2
"Hartkaramellen, Hartbonbons",,"Süssigkeiten/Bonbons, Frucht- und Kaugummi",385,0.3,0.5
"Hartweizengriess, trocken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte",351,1.2,12.6
"Hase (Durchschnitt), roh",,Fleisch und Innereien/Sonstige Tierarten,115,3,22
Haselnuss,,"Nüsse, Samen und Ölfrüchte",643,59.5,15.2
Haselnuss-Schokolade-Brotaufstrich,,Süssigkeiten/Konfitüren und süsse Brotaufstriche,546,32.7,5.8
Haselnusskekse,Haselnussguetzli,Süssigkeiten/Guetzli,473,27.7,6.7
Haselnussmakrone,,Süssigkeiten/Guetzli,533,37,11.4
Haselnussstängeli,,Süssigkeiten/Guetzli,562,36.7,10.1
"Hecht, roh",,Fisch/Süsswasserfische,81,0.8,18.4
"Hefeteig (mit Butter), süss, ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",311,11.1,8.6
"Hefeteig (mit pflanzlichem Fett), süss, ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",304,11.5,9.1
"Heidelbeere, roh",,Früchte/Früchte frisch,58,0.5,0.6
"Heilbutt, roh",,Fisch/Meeresfische,118,3.9,20.6
"Himbeere, roh",,Früchte/Früchte frisch,52,0.6,1.2
Hinterschinken,,Fleisch- und Wurstwaren/Kochwurstware,104,2.3,20.2
"Hirsch (Durchschnitt), roh",,Fleisch und Innereien/Wild,112,3.3,20.6
"Hirsch, Entrecôte, roh",,Fleisch und Innereien/Wild,111,2.1,23.1
"Hirse, Korn geschält",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte",357,3.9,9.8
"Hirseflocken, Vollkorn",,"Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime",357,3.9,9.8
"Hirsotto, gekocht",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte",145,3.1,3.6
Hollandaisesauce,,Verschiedenes/Saucen,211,18,3
"Holunderbeere, schwarz, roh",,Früchte/Früchte frisch,52,0.5,2.5
Honig (Blütenhonig),,Süssigkeiten/Konfitüren und süsse Brotaufstriche,306,0,0.4
"Honigmelone, roh",Zuckermelone,Früchte/Früchte frisch,38,0.1,0.7
Hot Dog in Weissbrot mit Ketchup und Senf,,Gerichte/Sonstige salzige/rezente Gerichte,230,6.7,9.1
"Hühnerei, ganz, festgekocht",,Eier,157,11.4,13.2
"Hühnerei, ganz, roh",,Eier,142,10.3,11.9
"Hühnereigelb, roh (Eidotter)",,Eier,350,31.5,16.5
"Hühnereiweiss, roh (Eiklar)",,Eier,44,0.1,10.5
"Hülsenfrüchte (Durchschnitt), gekocht (ohne Zugabe von Fett und Salz)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte",138,2.6,9.7
"Hülsenfrüchte (Durchschnitt), getrocknet",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte",335,4.9,25.1
"Hüttenkäse, nature",Cottage cheese,Milch und Milchprodukte/Frischkäse und Quark,101,4.5,12.7
"Instant-Kartoffelstock, zubereitet (mit Wasser und Butter)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",81,2.8,2
Jägersauce,,Verschiedenes/Saucen,58,1.8,2.2
Joghurt-Salatsauce (ohne Öl),,Fette und Öle/Salatsaucen,68,3.3,3.7
"Joghurt Bifidus, nature",,Milch und Milchprodukte/Joghurt und Sauermilch,49,3.6,4.1
Joghurt gezuckert (Durchschnitt),,Milch und Milchprodukte/Joghurt und Sauermilch,105,3.4,3.8
"Joghurt mit Aroma, mager, mit Süssstoffen",,Milch und Milchprodukte/Joghurt und Sauermilch,48,0.1,4.7
"Joghurt mit Früchten, mager, mit Süssstoffen",,Milch und Milchprodukte/Joghurt und Sauermilch,50,0.1,4.7
"Joghurt, Erdbeer",,Milch und Milchprodukte/Joghurt und Sauermilch,101,2.7,3.5
"Joghurt, Haselnuss",,Milch und Milchprodukte/Joghurt und Sauermilch,119,4.6,3.9
"Joghurt, Mokka",,Milch und Milchprodukte/Joghurt und Sauermilch,100,3.1,3.8
"Joghurt, Mokka, Bio",,Milch und Milchprodukte/Joghurt und Sauermilch,96,3.3,3.5
"Joghurt, nature",,Milch und Milchprodukte/Joghurt und Sauermilch,66,3.6,4
"Joghurt, nature, mager",,Milch und Milchprodukte/Joghurt und Sauermilch,40,0.1,4.3
"Joghurt, Schokolade",,Milch und Milchprodukte/Joghurt und Sauermilch,120,3.9,4
"Joghurt, Vanille",,Milch und Milchprodukte/Joghurt und Sauermilch,98,3,3.8
"Johannisbeere, rot, roh",,Früchte/Früchte frisch,45,0.5,1.1
"Johannisbeere, schwarz, roh",,Früchte/Früchte frisch,58,0.3,1.3
"Johannisbeerkuchen, gebacken (mit Blätterteig)",Johannisbeerwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",135,7.1,2.8
"Johannisbeerkuchen, gebacken (mit Kuchenteig)",,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",127,5,3.2
"Johannisbeerkuchen, gebacken (mit süssem Mürbeteig)",,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",200,11.4,3.3
"Kaffee löslich, Pulver",Instant-Kaffee,Alkoholfreie Getränke/Kaffee,253,0,11.2
"Kaffee, schwarz, ungezuckert",,Alkoholfreie Getränke/Kaffee,2,0,0.1
Kaffeerahm,,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,161,15,2.7
Kakaopulver,,Süssigkeiten/Schokolade und Kakaoerzeugnisse;Alkoholfreie Getränke/Kakaogetränke,408,24.5,19.8
"Kaki, roh",,Früchte/Früchte frisch,71,0.2,0.7
"Kalb, Brust, gekocht (ohne Zugabe von Fett und Salz)",,Fleisch und Innereien/Kalb,291,20.7,26.1
"Kalb, Brust, roh",,Fleisch und Innereien/Kalb,204,14.5,18.3
"Kalb, Eckstück, roh",Plätzli,Fleisch und Innereien/Kalb,103,1.6,22.2
"Kalb, Filet, roh",,Fleisch und Innereien/Kalb,119,3.8,21.2
"Kalb, Gehacktes, roh",Hackfleisch,Fleisch und Innereien/Kalb,104,2.4,20.5
"Kalb, Geschnetzeltes, gebraten (ohne Zugabe von Fett und Salz)",,Fleisch und Innereien/Kalb,132,1.5,29.7
"Kalb, Geschnetzeltes, roh",,Fleisch und Innereien/Kalb,98,1.1,22
"Kalb, Haxe, geschmort (ohne Zugabe von Fett und Salz)",,Fleisch und Innereien/Kalb,191,6.9,32.3
"Kalb, Haxe, roh",,Fleisch und Innereien/Kalb,122,4.4,20.7
"Kalb, Kotelett, roh",,Fleisch und Innereien/Kalb,161,8.7,20.7
"Kalb, Leber, roh",,Fleisch und Innereien/Kalb,135,4.2,19.6
"Kalb, Milken, roh",Bries,Fleisch und Innereien/Kalb,99,3.4,17.2
"Kalb, Niere, roh",,Fleisch und Innereien/Kalb,112,5,15.8
"Kalb, Nierstück, Steak, gebraten (ohne Zugabe von Fett und Salz)",,Fleisch und Innereien/Kalb,160,5.1,28.6
"Kalb, Nierstück, Steak, roh",,Fleisch und Innereien/Kalb,113,2.4,22.8
"Kalb, Runder Mocken, roh",Saftplätzli,Fleisch und Innereien/Kalb,104,1.8,21.9
"Kalb, Schulter, Braten, im Ofen gebraten (ohne Zugabe von Fett und Salz)",,Fleisch und Innereien/Kalb,185,7.2,30.1
"Kalb, Schulter, Braten, roh",,Fleisch und Innereien/Kalb,124,4.8,20.2
"Kalb, Voressen, roh",Ragout,Fleisch und Innereien/Kalb,102,2.4,20
"Kalb, Zunge, roh",,Fleisch und Innereien/Kalb,181,11.6,17.2
"Kalbfleisch (Durchschnitt exkl. Innereien, Kotelett), roh",,Fleisch und Innereien/Kalb,128,4.8,21.1
Kalbsbratwurst,,Fleisch- und Wurstwaren/Brühwurstware,228,19.2,12.5
"Kalbspiccata, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,223,11.9,23.3
"Kalbsplätzli, gebraten (ohne Zugabe von Fett und Salz)",,Fleisch und Innereien/Kalb,140,2.2,30
"Kalbsplätzli, gebraten in HOLL-Rapsöl",,Fleisch und Innereien/Kalb,196,9.2,28.2
"Kalbsragout mit Sauce, zubereitet",Voressen,Gerichte/Sonstige salzige/rezente Gerichte,91,3.5,11.6
"Kalmar, roh",Seppia;Polpo;Calamare;Tintenfisch,"Fisch/Meeresfrüchte, Krusten- und Schalentiere",83,1.1,16
"Kaninchen (Durchschnitt), gekocht (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Sonstige Tierarten,205,10.3,28.1
"Kaninchen (Durchschnitt), roh",,Fleisch und Innereien/Sonstige Tierarten,150,7.5,20.5
"Kaninchen, Filet, roh",,Fleisch und Innereien/Sonstige Tierarten,111,1.5,24.3
"Karotte, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),41,0.3,0.9
"Karotte, roh",,Gemüse/Gemüse frisch,38,0.3,0.8
Karottensaft,,Alkoholfreie Getränke/Frucht- und Gemüsesäfte;Gemüse/Gemüsesäfte,33,0.1,0.7
"Kartoffel, geschält, gedämpft (ohne Zugabe von Salz)",Gschwellti,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",77,0.1,2
"Kartoffel, geschält, roh",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",76,0.1,2
"Kartoffelflocken, mit Milchpulver und Salz (Instant-Kartoffelstock)",Instant-Kartoffelstock,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",366,5.4,11.3
"Kartoffelgratin dauphinois, zubereitet",,Gerichte/Kuchen und Gratins,128,7.8,2.6
"Kartoffelgratin Savoyer Art, zubereitet",,Gerichte/Kuchen und Gratins,75,2.3,2.2
Kartoffelsalat mit Essig-Öl-Sauce,,Gerichte/Salate,97,3.8,1.7
Kartoffelsalat mit Mayonnaise-Joghurt-Sauce,,Gerichte/Salate,82,2.2,1.8
Kartoffelstärke,,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke;Verschiedenes/Gelier- und Bindemittel",336,0.1,0.6
"Kartoffelstock, zubereitet (mit Rahm und Butter)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",140,8.4,2
"Kartoffelstock, zubereitet (mit teilentrahmter Milch und Butter)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",90,2.6,2.2
"Kartoffelstock, zubereitet (mit Vollmilch und Butter)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",91,2.8,2.2
Käse in Salzlake (Kuhmilch),,Milch und Milchprodukte/Frischkäse und Quark;Milch und Milchprodukte/Weichkäse,262,20.7,17.5
Käse in Salzlake (Schaf- und Ziegenmilch),Feta,Milch und Milchprodukte/Frischkäse und Quark;Milch und Milchprodukte/Weichkäse,243,18.8,17
"Käsekuchen, gebacken (mit Blätterteig)",Käsewähe,Gerichte/Kuchen und Gratins,304,22,14.4
"Käsekuchen, gebacken (mit Kuchenteig)",Käsewähe,Gerichte/Kuchen und Gratins,293,19.2,14.9
Käsereibutter,,Fette und Öle/Fette;Milch und Milchprodukte/Rahm und Butter,746,82.5,0.4
"Käseschnitte, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,272,11.5,14.8
Kebab im Fladenbrot,,Gerichte/Sandwiches,125,3.7,7.7
"Kefe, gedämpft (ohne Zugabe von Salz)",Kiefelerbse;Zuckerschote,Gemüse/Gemüse gekocht (inkl. Konserven),77,0.2,4.6
"Kefe, roh",Kiefelerbse;Zuckerschote,Gemüse/Gemüse frisch,68,0.2,4
Ketchup,,Verschiedenes/Saucen,117,0.4,2
"Kichererbse, gekocht (ohne Zugabe von Fett und Salz)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte",131,2,7.4
"Kichererbse, getrocknet",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte",327,4.9,18.6
Kirsch,Kirschbranntwein;Kirschwasser;Kirschschnaps;Kirschenbrand,Alkoholhaltige Getränke/Spirituosen,245,0,0
"Kirsche, gedünstet, abgetropft (ohne Zugabe von Zucker)",,Früchte/Früchte gekocht (inkl. Konserven),86,0.6,1.5
"Kirsche, roh",,Früchte/Früchte frisch,74,0.5,1.3
"Kirschenkuchen, gebacken (mit Blätterteig)",Kirschenwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",154,7.1,3
"Kirschenkuchen, gebacken (mit Kuchenteig)",Kirschenwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",146,5,3.4
"Kiwi, roh",,Früchte/Früchte frisch,54,0.6,1.1
"Knäckebrot, Vollkorn",,"Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln",327,1.8,10.4
"Knäckebrot, Vollkorn mit Leinsamen",,"Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln",340,4.7,11.8
"Knäckebrot, Vollkorn mit Sesam",,"Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln",353,6.6,11.3
"Knoblauch, roh",,Gemüse/Gemüse frisch,136,0.5,7
"Knollensellerie, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),30,0.3,1.6
"Knollensellerie, roh",,Gemüse/Gemüse frisch,28,0.3,1.5
Knöpflimehl,Spätzlimehl,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",350,1.2,12.4
Kochbutter,,Fette und Öle/Fette;Milch und Milchprodukte/Rahm und Butter,745,82.2,0.5
Kochpökelware (Durchschnitt),,Fleisch- und Wurstwaren/Kochwurstware,222,15.6,19.8
Kochsalz mit Jod,,"Verschiedenes/Salz, Gewürze und Aromen",0,0,0
Kochsalz mit Jod und Fluor,Speisesalz,"Verschiedenes/Salz, Gewürze und Aromen",0,0,0
Kochsalz ohne Jod und Fluor,Speisesalz,"Verschiedenes/Salz, Gewürze und Aromen",0,0,0
Kochspeck,,Fleisch- und Wurstwaren/Rohwurstware,322,27.6,17.8
Kochwürste (Durchschnitt),,Fleisch- und Wurstwaren/Kochwurstware,314,27.2,15.8
"Kohlgemüse (Durchschnitt), gekocht (ohne Zugabe von Salz und Fett)",,Gemüse/Gemüse gekocht (inkl. Konserven),29,0.3,2.2
"Kohlgemüse (Durchschnitt), roh",,Gemüse/Gemüse frisch,29,0.3,2.2
"Kohlrabi, gedämpft (ohne Zugabe von Salz)",Rübkohl,Gemüse/Gemüse gekocht (inkl. Konserven),30,0.2,2.1
"Kohlrabi, roh",Rübkohl,Gemüse/Gemüse frisch,27,0.2,1.9
Kokosfett,,Fette und Öle/Fette,894,99,0.8
Kokosmakronen,,Süssigkeiten/Guetzli,554,40.2,5.9
Kokosnuss,,"Nüsse, Samen und Ölfrüchte",497,42,8.9
"Kokosnuss, getrocknet (Kokosrapseln, Kokosflocken)",,"Nüsse, Samen und Ölfrüchte",660,63.3,6.2
"Kondensmilch, gezuckert",,Milch und Milchprodukte/Milch,339,10,8
"Kondensmilch, ungezuckert",,Milch und Milchprodukte/Milch,132,7.5,6.5
Konfitüre,Marmelade,Süssigkeiten/Konfitüren und süsse Brotaufstriche,246,0.5,0.5
"Konfitüre, energievermindert, mit Süssstoffen",Marmelade,Süssigkeiten/Konfitüren und süsse Brotaufstriche,136,0.5,0.5
"Kopfsalat, roh",,Gemüse/Gemüse frisch,14,0.2,1.2
"Kotelett (Durchschnitt aus Kalb, Schwein, Lamm), gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien,250,14.4,30
"Kotelett (Durchschnitt aus Kalb, Schwein, Lamm), roh",,"Fleisch und Innereien/Schwein;Fleisch und Innereien/Kalb;Fleisch und Innereien/Lamm, Schaf",177,10.2,21.3
"Krustentiere (Durchschnitt), roh",,"Fisch/Meeresfrüchte, Krusten- und Schalentiere",75,1,15.5
"Kuchenteig (mit Butter), ungebacken",Wähenteig,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",329,15.9,6.8
"Kuchenteig (mit pflanzlichem Fett), ungebacken",Wähenteig,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",325,15.5,6.8
"Kürbis-Piccata, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,165,12,4.7
Kürbiskerne,,"Nüsse, Samen und Ölfrüchte",603,49.1,32.6
"Kürbisscheiben, paniert, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,140,5.8,4.4
"Lachs, geräuchert",,Fisch/Meeresfische,167,8.2,23.2
"Lachs, wild, roh",,Fisch/Meeresfische,182,11.5,19.7
"Lachs, Zucht, Filet, gedämpft (ohne Zusatz von Fett und Salz)",,Fisch/Meeresfische,251,16.8,24.9
"Lachs, Zucht, roh",,Fisch/Meeresfische,200,13.4,19.9
"Lamm, Filet, medium"" gebraten (ohne Zusatz von Fett und Salz)""",,"Fleisch und Innereien/Lamm, Schaf",149,4.5,27.2
"Lamm, Filet, roh",,"Fleisch und Innereien/Lamm, Schaf",112,3.4,20.4
"Lamm, Gigot, gebraten (ohne Zusatz von Fett und Salz)",,"Fleisch und Innereien/Lamm, Schaf",230,12.2,30.1
"Lamm, Gigot, roh (Schweiz, Neuseeland)",Keule,"Fleisch und Innereien/Lamm, Schaf",155,8.2,20.2
"Lamm, Kotelett, roh (Schweiz)",,"Fleisch und Innereien/Lamm, Schaf",179,10.9,20.2
"Lamm, Nierstück, roh (Australien, Neuseeland)",,"Fleisch und Innereien/Lamm, Schaf",117,3.3,21.8
"Lamm, Racks, roh (Australien, Neuseeland)",,"Fleisch und Innereien/Lamm, Schaf",156,8.3,20.3
"Lamm, Voressen, roh (Schweiz)",Ragout,"Fleisch und Innereien/Lamm, Schaf",154,8.4,19.6
"Lamm/Schaf (Durchschnitt exkl. Innereien, Kotelett), roh",,"Fleisch und Innereien/Lamm, Schaf",134,5.8,20.5
"Lammragout mit Sauce, zubereitet",Voressen,Gerichte/Sonstige salzige/rezente Gerichte,123,7,11.7
Landjäger,,Fleisch- und Wurstwaren/Rohwurstware,491,42.7,26.6
"Latte macchiato, ungezuckert",,Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee,47,2.8,2.3
"Lattich, roh",,Gemüse/Gemüse frisch,16,0.3,1.2
"Lauch, gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),33,0.3,1.8
"Lauch, roh",,Gemüse/Gemüse frisch,30,0.3,1.6
Laugenbrötli,Silserli,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",277,4.8,8.8
"Laugengebäck trocken (Bretzel, Sticks)",,Salzige Snacks/Salzsticks und Bretzel,360,4,8.6
Laugengipfeli,Silsergipfeli,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",419,25,8.7
"Leber (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh",,Fleisch und Innereien/Geflügel;Fleisch und Innereien/Kalb;Fleisch und Innereien/Rind;Fleisch und Innereien/Schwein,226,15.9,17.8
"Leber (Durchschnitt aus Rind, Kalb, Schwein, Geglügel), gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien,275,19.4,21.7
Leberwurst,,Fleisch- und Wurstwaren/Kochwurstware,292,22.9,20.8
Lebkuchen,,Süssigkeiten/Sonstige süsse Backwaren,405,13.8,6.5
Lebkuchen mit Schokoladeüberzug,,Süssigkeiten/Sonstige süsse Backwaren,445,19,6.5
Leinsamen,,"Nüsse, Samen und Ölfrüchte",472,33.6,17.9
Lemon Curd,Zitronencrème,Süssigkeiten/Cremen und Pudding,320,16.2,6
Limburger (Münster),,Milch und Milchprodukte/Hartkäse,275,21.4,20.4
"Limonade, mit Aroma, gezuckert",,Alkoholfreie Getränke/Süssgetränke,38,0,0
"Linse, ganz, gekocht (ohne Zugabe von Fett und Salz)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte",121,0.4,8.8
"Linse, ganz, getrocknet",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte",324,1.5,24.4
"Linse, geschält, gekocht (ohne Zugabe von Fett und Salz)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte",139,0.6,11.3
"Linse, geschält, getrocknet",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte",334,1.5,27
Linzertorte,,"Süssigkeiten/Kuchen, Torten und Cake",425,23.6,7.5
Löffelbiscuit,,Süssigkeiten/Guetzli,414,8.3,12.2
Luganighe,,Fleisch- und Wurstwaren/Rohwurstware,459,43,17.1
Lyoner,,Fleisch- und Wurstwaren/Brühwurstware,244,21.8,11.5
Madeleine,,Süssigkeiten/Sonstige süsse Backwaren,346,11.6,7.5
"Magermilch, UHT",,Milch und Milchprodukte/Milch,33,0.1,3.4
Magermilchpulver,,Milch und Milchprodukte/Milch,356,0.9,35.5
Mailänderli,,Süssigkeiten/Guetzli,431,20.8,7.1
Mais-Chips (Apérogebäck),,Salzige Snacks/Chips,509,27.2,7.8
"Mais, gedämpft (ohne Zugabe von Salz)",Zuckermais;Gemüsemais,Gemüse/Gemüse gekocht (inkl. Konserven),105,1.4,3.8
"Mais, roh",Zuckermais;Gemüsemais,Gemüse/Gemüse frisch,92,1.2,3.3
"Maisgriess, gekocht",Polenta,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais",79,0.2,2
"Maisgriess, trocken",Polenta,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais",350,1.1,8.8
Maiskeimöl,,Fette und Öle/Öle,809,89.9,0
"Maiskölbchen, in Essig eingelegt",,Gemüse/Gemüse gekocht (inkl. Konserven),119,1.4,3.4
Maisstärke,,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke;Verschiedenes/Gelier- und Bindemittel",354,0,0.3
"Mandarine, roh",,Früchte/Früchte frisch,47,0.2,0.7
Mandel,,"Nüsse, Samen und Ölfrüchte",576,49.9,21.2
"Mandel, geröstet, gesalzen",,"Salzige Snacks/Gesalzene Nüsse, Samen, Kerne",631,55.2,21.2
"Mandel, ohne Fett geröstet, gesalzen",,"Salzige Snacks/Gesalzene Nüsse, Samen, Kerne",620,52.1,22.1
"Mango, roh",,Früchte/Früchte frisch,62,0.2,0.6
"Mangold, gedämpft (ohne Zugabe von Salz)",Krautstiel,Gemüse/Gemüse gekocht (inkl. Konserven),31,0.3,2.8
"Mangold, roh",Krautstiel,Gemüse/Gemüse frisch,23,0.2,2.1
Margarine,,Fette und Öle/Fette,724,80,0.5
Marmorkuchen,Marmorcake,"Süssigkeiten/Kuchen, Torten und Cake",357,17.2,7.3
Marzipan,,Süssigkeiten/Sonstige Süssigkeiten,467,17.6,6.1
Mascarpone,,Milch und Milchprodukte/Frischkäse und Quark,453,47,7.6
Mayonnaise,,Fette und Öle/Mayonnaisen,742,81.7,1.1
"Mayonnaise, kalorienvermindert",,Fette und Öle/Mayonnaisen,327,34.5,0.9
"Mayonnaise, selbst zubereitet mit Rapsöl",,Fette und Öle/Mayonnaisen,791,86.7,2.4
Mehl (Durchschnitt),,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",343,1.4,12.4
"Mehl, hell (Durchschnitt)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",344,1.3,12.2
"Mehlomeletten mit Champignonfüllung, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,124,6.3,5.3
"Mehlomeletten mit Gemüsefüllung, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,137,5.2,5.7
"Mehlomeletten mit Käse, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,196,9,10
"Mehlomeletten mit Nutella, zubereitet",,Gerichte/Sonstige süsse Gerichte,259,12.4,7.1
"Mehlomeletten mit Schinken, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,157,5.2,9.8
"Mehlomeletten mit Speck, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,194,9.5,9.3
"Mehlomeletten mit Zimt und Zucker, zubereitet",,Gerichte/Sonstige süsse Gerichte,178,5.5,7.1
"Mehlomeletten, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,166,5.8,7.5
"Melasse, Melassesirup",,Süssigkeiten/Konfitüren und süsse Brotaufstriche,274,0,1.2
Meringue,,Süssigkeiten/Sonstige Süssigkeiten,400,0.5,5
"Miesmuschel, roh",,"Fisch/Meeresfrüchte, Krusten- und Schalentiere",85,2.7,11.7
Milch (Durchschnitt),,Milch und Milchprodukte/Milch,62,3.4,3.3
